"","playId","gameId.x","avg_linemen_dist","avg_qb_dist","avg_area","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","gameId.y","hit","hurry","sack","bad_thing"
"689",3261,2021090900,1.82128571404036,51.1982133945541,117.102817241379,"(4:49) (Shotgun) D.Prescott pass short right to D.Schultz to TB 42 for 10 yards (J.Pierre-Paul).",3,1,10,"DAL","TB","DAL",48,"04:49",28,19,"C",NA,10,10,NA,NA,NA,NA,NA,NA,58,"EMPTY","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone",2021103106,0,1,1,"1"
"690",3261,2021091203,2.11979588389068,69.6405607722931,79.9542171428571,"(13:35) (Shotgun) K.Cousins pass incomplete short middle to A.Thielen (A.Davis-Gaither). PENALTY on CIN-T.Hendrickson, Illegal Use of Hands, 5 yards, enforced at MIN 30 - No Play.",4,3,5,"MIN","CIN","MIN",30,"13:35",24,14,"I",5,0,5,"Illegal Use of Hands",44915,NA,NA,NA,NA,40,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 2 LB, 6 DB",NA,0,"Cover-1","Man",2021103106,0,1,1,"1"
"691",328,2021091204,2.15630929045023,32.9909705951611,236.701887804878,"(9:46) (Shotgun) J.Goff pass incomplete short right to D.Swift.",1,3,18,"DET","SF","SF",33,"09:46",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021102404,0,1,0,"1"
"692",3284,2021091213,2.68000211460776,9.66208675768341,396.278190909091,"(3:22) M.Stafford pass short middle to R.Woods for 2 yards, TOUCHDOWN. Penalty on CHI-A.Ogletree, Defensive Holding, declined.",4,3,2,"LA","CHI","CHI",2,"03:22",27,14,"C",0,2,2,"Defensive Holding",39976,NA,NA,NA,NA,108,"SINGLEBACK","1 RB, 1 TE, 3 WR",9,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Red Zone","Other",2021101708,0,1,0,"1"
"693",3286,2021091209,2.27519390763303,10.7338099543853,375.181920512821,"(7:08) (Shotgun) P.Mahomes pass short left to T.Kelce for 8 yards, TOUCHDOWN.",4,3,3,"KC","CLE","CLE",8,"07:08",27,29,"C",NA,8,8,NA,NA,NA,NA,NA,NA,18,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",2021091209,0,0,0,"0"
"694",3287,2021091206,1.83076841448716,74.1285136506278,87.8186918699187,"(6:41) (Shotgun) C.Wentz pass short right to J.Taylor to IND 38 for 13 yards (D.Reed, B.Wagner).",4,1,10,"IND","SEA","IND",25,"06:41",10,28,"C",NA,13,13,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",2021102410,0,0,0,"0"
"695",3294,2021091212,2.47614200820949,51.7566699601544,183.691078378378,"(4:29) (Shotgun) D.Jones pass short left to K.Golladay to DEN 38 for 14 yards (R.Darby).",4,1,10,"NYG","DEN","NYG",48,"04:29",7,27,"C",NA,14,14,NA,NA,NA,NA,NA,NA,62,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021101000,0,1,1,"1"
"696",3306,2021090900,2.24509823807925,41.4782053380549,220.044648275862,"(3:26) (Shotgun) D.Prescott pass short right to C.Lamb to TB 33 for 9 yards (R.Cockrell).",3,2,10,"DAL","TB","TB",42,"03:26",28,19,"C",NA,9,9,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021092610,0,1,0,"1"
"697",3310,2021091205,2.1639360809242,71.6303027839196,122.320235416667,"(:34) (Shotgun) Ty.Taylor pass incomplete deep middle to B.Cooks.",3,3,4,"HOU","JAX","HOU",28,"00:34",34,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,82,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","SCRAMBLE",0,"Cover-3","Zone",2021101005,1,1,1,"1"
"698",3310,2021091207,2.4479926731112,74.0042112462585,97.4177324561403,"(3:06) (Shotgun) R.Tannehill pass incomplete short middle to C.Rogers (B.Murphy) [D.Kennard].",3,1,10,"TEN","ARI","TEN",25,"03:06",13,38,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",2021101005,1,1,1,"1"
"699",3311,2021091206,2.52093156128905,62.6303588382559,158.463890697674,"(6:17) (No Huddle, Shotgun) C.Wentz scrambles up the middle to IND 46 for 8 yards (J.Brooks; B.Wagner).",4,1,10,"IND","SEA","IND",38,"06:17",10,28,"R",NA,8,8,NA,NA,NA,NA,NA,NA,72,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","SCRAMBLE",0,"Cover-6","Zone",2021091206,0,1,0,"1"
"700",3312,2021091201,2.43636612376742,69.6721328419584,164.857875,"(10:37) (No Huddle, Shotgun) J.Allen pass incomplete deep left to E.Sanders (J.Pierre).",4,2,6,"BUF","PIT","BUF",29,"10:37",10,13,"I",NA,0,0,NA,NA,NA,NA,NA,NA,39,"EMPTY","0 RB, 0 TE, 5 WR",4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",2021102405,0,1,1,"1"
"701",3312,2021091300,2.93315805758229,37.2758618476469,298.604355357143,"(11:17) D.Carr pass short right to A.Ingold to BAL 32 for 5 yards (M.Humphrey).",4,2,6,"LV","BAL","BAL",37,"11:17",10,17,"C",NA,5,5,NA,NA,NA,NA,NA,NA,73,"I_FORM","2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-2","Zone",2021102405,0,1,1,"1"
"702",3318,2021091212,2.3001878127272,37.2411043314339,251.976527642276,"(4:05) (No Huddle, Shotgun) D.Jones pass short middle to K.Rudolph to DEN 32 for 6 yards (K.Fuller) [V.Miller].",4,1,10,"NYG","DEN","DEN",38,"04:05",7,27,"C",NA,6,6,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021091212,1,0,0,"1"
"703",3320,2021091203,2.26535387565531,59.38515343013,143.222580952381,"(13:00) K.Cousins pass short middle to C.Ham to MIN 46 for 6 yards (G.Pratt).",4,2,5,"MIN","CIN","MIN",40,"13:00",24,14,"C",NA,6,6,NA,NA,NA,NA,NA,NA,50,"SINGLEBACK","2 RB, 0 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",1,"Quarters","Zone",2021102401,1,1,1,"1"
"704",3330,2021090900,1.68762629576792,31.2582442649443,219.928623404255,"(2:43) D.Prescott pass short right to D.Schultz to TB 27 for 6 yards (L.David).",3,3,1,"DAL","TB","TB",33,"02:43",28,19,"C",NA,6,6,NA,NA,NA,NA,NA,NA,77,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-1","Man",2021092610,0,1,1,"1"
"705",3331,2021091208,2.19456365096584,30.5260926541893,191.85563,"(15:00) (Shotgun) T.Heinicke pass short right to D.Brown to LAC 33 for -2 yards (A.Samuel).",4,3,10,"WAS","LAC","LAC",31,"15:00",16,13,"C",NA,-2,-2,NA,NA,NA,NA,NA,NA,79,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",2021101008,0,1,1,"1"
"706",3342,2021091212,2.20161962207669,32.1678267352409,254.238963492064,"(3:40) (No Huddle, Shotgun) D.Jones pass deep middle to K.Golladay to DEN 16 for 16 yards (R.Darby).",4,2,4,"NYG","DEN","DEN",32,"03:40",7,27,"C",NA,16,16,NA,NA,NA,NA,NA,NA,42,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021101006,0,0,0,"0"
"707",3345,2021091210,2.00517760749057,54.5338498368385,158.825603448276,"(9:20) (Shotgun) T.Tagovailoa pass short right to M.Gaskin pushed ob at MIA 48 for 3 yards (M.Judon).",4,2,5,"MIA","NE","MIA",45,"09:20",16,17,"C",NA,3,3,NA,NA,NA,NA,NA,NA,55,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021101702,0,0,0,"0"
"708",3346,2021091201,2.41018324171354,70.8530726571093,120.471945901639,"(10:31) (Shotgun) J.Allen sacked at BUF 23 for -6 yards (C.Heyward).",4,3,6,"BUF","PIT","BUF",29,"10:31",10,13,"S",NA,-6,-6,NA,NA,NA,NA,NA,NA,39,"EMPTY","0 RB, 0 TE, 5 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",2021102800,0,1,1,"1"
"709",335,2021091212,2.20782165468239,58.8201020161438,167.220302020202,"(9:29) (Shotgun) T.Bridgewater pass incomplete deep left to C.Sutton.",1,3,3,"DEN","NYG","DEN",41,"09:29",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,69,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",2021103106,0,1,0,"1"
"710",3351,2021091204,2.26664614020292,74.4258925992851,134.977352991453,"(9:53) (Shotgun) J.Goff pass short middle to T.Hockenson to DET 48 for 23 yards (F.Warner; J.Ward).",4,1,10,"DET","SF","DET",25,"09:53",17,41,"C",NA,23,23,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021092300,0,1,0,"1"
"711",3351,2021091213,2.2949725245762,74.8058660811251,70.9080979166667,"(3:17) (Shotgun) A.Dalton pass short right to A.Robinson to CHI 30 for 5 yards (D.Williams).",4,1,10,"CHI","LA","CHI",25,"03:17",34,14,"C",NA,5,5,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",2021092300,0,1,0,"1"
"712",3353,2021091206,2.5072648072452,51.0567568410285,223.555149444444,"(5:28) (No Huddle, Shotgun) C.Wentz pass incomplete short left to J.Taylor.",4,1,10,"IND","SEA","IND",49,"05:28",10,28,"I",NA,0,0,NA,NA,NA,NA,NA,NA,61,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"4 DL, 2 LB, 5 DB","SCRAMBLE",0,"Cover-6","Zone",2021091207,0,0,0,"0"
"713",3353,2021091207,2.22258468340052,70.4997658948135,147.676880952381,"(2:21) (Shotgun) R.Tannehill pass short left to J.Jones pushed ob at TEN 39 for 10 yards (M.Wilson).",3,3,6,"TEN","ARI","TEN",29,"02:21",13,38,"C",NA,10,10,NA,NA,NA,NA,NA,NA,81,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021091207,0,0,0,"0"
"714",3361,2021091205,2.23535363300419,78.0099986313352,88.8337042553191,"(:15) (Shotgun) T.Lawrence pass incomplete deep left to D.Chark.",3,1,10,"JAX","HOU","JAX",21,"00:15",34,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,31,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021103103,0,1,0,"1"
"715",3364,2021090900,2.08569833164131,27.4994760047611,229.503827027027,"(2:03) (Shotgun) D.Prescott scrambles up the middle to TB 25 for 2 yards (D.White).",3,1,10,"DAL","TB","TB",27,"02:03",28,19,"R",NA,2,2,NA,NA,NA,NA,NA,NA,83,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","SCRAMBLE",0,"Cover-6","Zone",2021091913,0,1,0,"1"
"716",3366,2021091203,3.61530969670376,51.0655431394959,281.101035555556,"(11:36) K.Cousins pass incomplete deep left to J.Jefferson (C.Awuzie).",4,2,8,"MIN","CIN","MIN",48,"11:36",24,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,58,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",2021102404,0,1,1,"1"
"717",3366,2021091212,2.27485929747994,14.1073197965039,252.783391666667,"(3:18) (No Huddle, Shotgun) D.Jones pass incomplete deep middle to K.Rudolph.",4,1,10,"NYG","DEN","DEN",16,"03:18",7,27,"I",NA,0,0,NA,NA,NA,NA,NA,NA,26,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Red Zone","Other",2021102404,0,1,1,"1"
"718",337,2021091205,2.7405099462484,71.3602538919888,132.713835757576,"(12:38) Ty.Taylor pass incomplete deep right to P.Brown [R.Robertson-Harris].",1,1,10,"HOU","JAX","HOU",27,"12:38",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,83,"SINGLEBACK","1 RB, 3 TE, 1 WR",8,"3 DL, 4 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Cover-1","Man",2021091205,1,0,0,"1"
"719",3375,2021091204,2.41572198772716,51.220828114423,199.407161764706,"(9:34) (No Huddle, Shotgun) J.Goff pass short left to T.Benson pushed ob at SF 47 for 5 yards (J.Verrett).",4,1,10,"DET","SF","DET",48,"09:34",17,41,"C",NA,5,5,NA,NA,NA,NA,NA,NA,62,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021092300,0,1,0,"1"
"720",3375,2021091208,2.86554998077624,58.3813263497158,194.092446153846,"(14:15) J.Herbert pass short middle to J.Cook to WAS 40 for 19 yards (B.McCain; C.Holcomb).",4,1,10,"LAC","WAS","LAC",41,"14:15",16,13,"C",NA,19,19,NA,NA,NA,NA,NA,NA,69,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-1","Man",2021092300,0,1,0,"1"
"721",3375,2021091213,2.09891650253246,69.8516771544239,120.453105882353,"(2:59) (No Huddle, Shotgun) A.Dalton pass short left to D.Byrd to CHI 36 for 6 yards (T.Rapp).",4,2,5,"CHI","LA","CHI",30,"02:59",34,14,"C",NA,6,6,NA,NA,NA,NA,NA,NA,80,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Quarters","Zone",2021092300,0,1,0,"1"
"722",3376,2021091202,3.10976286009333,62.9310890934027,224.978513978495,"(8:05) (Shotgun) Z.Wilson pass incomplete short left to C.Davis.",4,1,10,"NYJ","CAR","NYJ",37,"08:05",19,8,"I",NA,0,0,NA,NA,NA,NA,NA,NA,73,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-2","Zone",2021103104,0,1,0,"1"
"723",3382,2021091206,2.77791589861327,51.441205588694,200.81239,"(5:20) (Shotgun) C.Wentz pass short right to M.Pittman pushed ob at SEA 44 for 7 yards (D.Reed).",4,2,10,"IND","SEA","IND",49,"05:20",10,28,"C",NA,7,7,NA,NA,NA,NA,NA,NA,61,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021091206,0,1,0,"1"
"724",3383,2021091200,2.07179340528422,74.4854059994568,91.8073864864865,"(:47) (Shotgun) M.Ryan pass incomplete short right to M.Davis (A.Harris). PENALTY on PHI-A.Harris, Defensive Pass Interference, 3 yards, enforced at ATL 25 - No Play.",3,2,10,"ATL","PHI","ATL",25,"00:47",6,22,"I",3,0,3,"Defensive Pass Interference",42830,NA,NA,NA,NA,35,"EMPTY","2 RB, 2 TE, 1 WR",5,"4 DL, 2 LB, 5 DB",NA,0,"Cover-3","Zone",2021102406,0,0,0,"0"
"725",3383,2021091205,2.4438817081065,78.4087120360222,105.694194285714,"(:09) (Shotgun) T.Lawrence pass short middle to J.O'Shaughnessy to JAX 28 for 7 yards (Z.Cunningham).",3,2,10,"JAX","HOU","JAX",21,"00:09",34,14,"C",NA,7,7,NA,NA,NA,NA,NA,NA,31,"EMPTY","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",2021102406,0,0,0,"0"
"726",3385,2021091300,2.18053661306792,29.4633101598854,304.948319047619,"(10:05) (Shotgun) D.Carr pass short middle to K.Drake to BAL 15 for 16 yards (M.Humphrey; C.Board).",4,1,10,"LV","BAL","BAL",31,"10:05",10,17,"C",NA,16,16,NA,NA,NA,NA,NA,NA,79,"SHOTGUN","1 RB, 3 TE, 1 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-6","Zone",2021091300,0,0,0,"0"
"727",3388,2021091212,2.50644982715242,15.2864147895298,385.852765811966,"(3:14) (Shotgun) D.Jones pass incomplete short left to D.Slayton (R.Darby).",4,2,10,"NYG","DEN","DEN",16,"03:14",7,27,"I",NA,0,0,NA,NA,NA,NA,NA,NA,26,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021091905,0,0,0,"0"
"728",3390,2021091209,2.68502580089758,78.9768443614544,143.387877777778,"(6:55) (Shotgun) B.Mayfield pass short middle to J.Landry to CLE 30 for 10 yards (A.Hitchens).",4,1,15,"CLE","KC","CLE",20,"06:55",33,29,"C",NA,10,10,NA,NA,NA,NA,NA,NA,30,"EMPTY","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021101400,0,0,1,"1"
"729",3398,2021091202,3.71005758083413,62.7563873443375,164.179962100457,"(8:01) (Shotgun) Z.Wilson pass incomplete short right.",4,2,10,"NYJ","CAR","NYJ",37,"08:01",19,8,"I",NA,0,0,NA,NA,NA,NA,NA,NA,73,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","SCRAMBLE",0,"Cover-3","Zone",2021101008,1,1,0,"1"
"730",3398,2021091207,2.37412558250739,53.0749251546193,206.163610526316,"(1:29) (No Huddle, Shotgun) R.Tannehill pass incomplete short right to A.Brown.",3,2,3,"TEN","ARI","TEN",46,"01:29",13,38,"I",NA,0,0,NA,NA,NA,NA,NA,NA,64,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021101008,1,1,0,"1"
"731",3399,2021091213,2.1498291524717,64.2814627822815,108.281909195402,"(2:39) (No Huddle, Shotgun) A.Dalton pass incomplete short right to A.Robinson (D.Williams).",4,1,10,"CHI","LA","CHI",36,"02:39",34,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","SCRAMBLE",0,"Cover-6","Zone",2021091900,0,1,0,"1"
"732",3404,2021091204,2.63091090524672,47.0694660811209,260.494699074074,"(8:57) (Shotgun) J.Goff pass short left to A.St. Brown ran ob at SF 33 for 14 yards. PENALTY on DET-J.Jackson, Offensive Holding, 10 yards, enforced at SF 47 - No Play.",4,2,5,"DET","SF","SF",47,"08:57",17,41,"C",-10,14,-10,"Offensive Holding",52483,NA,NA,NA,NA,57,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB",NA,0,"Cover-3","Zone",2021091204,0,1,0,"1"
"733",3405,2021091203,2.24463636845085,52.4498050906361,151.3859025,"(11:31) (Shotgun) K.Cousins pass short middle to D.Cook to CIN 43 for 9 yards (V.Bell; C.Awuzie).",4,3,8,"MIN","CIN","MIN",48,"11:31",24,14,"C",NA,9,9,NA,NA,NA,NA,NA,NA,58,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",2021091203,0,0,0,"0"
"734",3406,2021090900,2.26025765196357,12.9401866239235,283.924083050847,"(:39) (Shotgun) D.Prescott pass deep right to A.Cooper for 21 yards, TOUCHDOWN.",3,3,4,"DAL","TB","TB",21,"00:39",28,19,"C",NA,21,21,NA,NA,NA,NA,NA,NA,89,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021101010,0,0,0,"0"
"735",3406,2021091206,2.19069257066807,44.2201045254806,208.014388034188,"(4:57) (Shotgun) C.Wentz pass incomplete deep right to M.Strachan. PENALTY on SEA-D.Reed, Defensive Pass Interference, 13 yards, enforced at SEA 44 - No Play.",4,3,3,"IND","SEA","SEA",44,"04:57",10,28,"I",13,0,13,"Defensive Pass Interference",46211,NA,NA,NA,NA,54,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"4 DL, 2 LB, 5 DB",NA,0,"Cover-3","Zone",2021101010,0,0,0,"0"
"736",3410,2021091212,2.19768086037044,15.6583568045435,327.725848666667,"(3:09) (Shotgun) D.Jones sacked at DEN 21 for -5 yards (V.Miller).",4,3,10,"NYG","DEN","DEN",16,"03:09",7,27,"S",NA,-5,-5,NA,NA,NA,NA,NA,NA,26,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",2021092610,0,0,1,"1"
"737",3415,2021091210,2.73112883373534,58.2516812083049,183.799463076923,"(8:17) (Shotgun) T.Tagovailoa pass short right intended for A.Wilson INTERCEPTED by J.Jones [M.Judon] at 50. J.Jones to 50 for no gain (M.Gesicki).",4,3,7,"MIA","NE","MIA",43,"08:17",16,17,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,53,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 4 LB, 6 DB","SCRAMBLE",0,"Cover-1","Man",2021091210,1,1,0,"1"
"738",3416,2021091200,2.26594786185685,71.5786009832291,134.825970967742,"(:43) (Shotgun) M.Ryan pass short right to C.Patterson to ATL 40 for 12 yards (D.Slay; A.Maddox).",3,1,10,"ATL","PHI","ATL",28,"00:43",6,22,"C",NA,12,12,NA,NA,NA,NA,NA,NA,38,"EMPTY","2 RB, 2 TE, 1 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021102100,0,0,0,"0"
"739",3420,2021091202,2.51210187994803,64.467320747968,144.361086956522,"(7:53) (Shotgun) Z.Wilson sacked at NYJ 27 for -10 yards (S.Thompson).",4,3,10,"NYJ","CAR","NYJ",37,"07:53",19,8,"S",NA,-10,-10,NA,NA,NA,NA,NA,NA,73,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021103104,1,1,1,"1"
"740",3420,2021091207,2.35553261344374,53.4459556978742,208.061742528736,"(1:26) (Shotgun) R.Tannehill pass short right to A.Brown to ARI 49 for 5 yards (R.Alford).",3,3,3,"TEN","ARI","TEN",46,"01:26",13,38,"C",NA,5,5,NA,NA,NA,NA,NA,NA,64,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021103104,1,1,1,"1"
"741",3420,2021091208,2.59525791733413,36.4680760527497,206.215471428571,"(13:02) (Shotgun) J.Herbert pass incomplete short middle to M.Williams.",4,2,7,"LAC","WAS","WAS",37,"13:02",16,13,"I",NA,0,0,NA,NA,NA,NA,NA,NA,47,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021103104,1,1,1,"1"
"742",3421,2021091213,1.97439729970448,63.8136296375716,145.708099047619,"(2:32) (Shotgun) A.Dalton pass incomplete short left to D.Williams.",4,2,10,"CHI","LA","CHI",36,"02:32",34,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,74,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",2021110100,1,0,0,"1"
"743",3426,2021091205,1.82156839099699,71.4162200907353,129.118261538462,"(15:00) (Shotgun) T.Lawrence pass incomplete deep right to D.Chark.",4,3,3,"JAX","HOU","JAX",28,"15:00",34,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,82,"EMPTY","0 RB, 0 TE, 5 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",2021091205,0,1,0,"1"
"744",3429,2021091203,2.60271884224565,42.4028374256752,243.498397058824,"(10:49) K.Cousins pass short middle to K.Osborn to CIN 35 for 8 yards (J.Evans).",4,1,10,"MIN","CIN","CIN",43,"10:49",24,14,"C",NA,8,8,NA,NA,NA,NA,NA,NA,67,"SINGLEBACK","2 RB, 0 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021103111,0,0,0,"0"
"745",3431,2021091201,2.61248910623098,72.9467038883628,129.8727,"(9:40) (Shotgun) J.Allen pass short middle to D.Knox to BUF 32 for 6 yards (M.Fitzpatrick).",4,1,10,"BUF","PIT","BUF",26,"09:40",10,20,"C",NA,6,6,NA,NA,NA,NA,NA,NA,36,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021102404,0,1,0,"1"
"746",3435,2021091209,2.85475460459888,71.3853569513603,112.9252875,"(5:34) (Shotgun) B.Mayfield pass incomplete deep left to A.Schwartz (J.Thornhill).",4,3,7,"CLE","KC","CLE",28,"05:34",33,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,38,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Bracket","Other",2021092612,1,1,0,"1"
"747",3439,2021091206,2.48286294955259,31.9267494628496,320.993593939394,"(4:53) (Shotgun) C.Wentz pass short middle to N.Hines to SEA 30 for 1 yard (J.Brooks).",4,1,10,"IND","SEA","SEA",31,"04:53",10,28,"C",NA,1,1,NA,NA,NA,NA,NA,NA,41,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021103101,0,1,1,"1"
